Material,Sales Organization,Distribution Channel,Product hierarchy
110000001816,IN03,SD,
110000001817,IN02,SD,
110000001817,IN03,SD,
110000001818,IN02,SD,
110000001818,IN03,SD,
110000001819,IN02,SD,
110000001819,IN03,SD,
110000001820,IN02,SD,
110000001820,IN03,SD,
110000001821,IN02,SD,
110000001821,IN03,SD,
110000001822,IN02,SD,
110000001822,IN03,SD,
110000001823,IN02,SD,
110000001823,IN03,SD,
110000001824,IN02,SD,
110000001824,IN03,SD,
110000001825,IN02,SD,
110000001825,IN03,SD,
110000001826,IN02,SD,
110000001826,IN03,SD,
110000001827,IN02,SD,
110000001827,IN03,SD,
110000001828,IN02,SD,
110000001828,IN03,SD,
110000001829,IN02,SD,
110000001829,IN03,SD,
110000001830,IN02,SD,
110000001830,IN03,SD,
110000001831,IN02,SD,
110000001831,IN03,SD,
110000001832,IN02,SD,
110000001832,IN03,SD,
110000001833,IN02,SD,
110000001833,IN03,SD,
110000001834,IN02,SD,
110000001834,IN03,SD,
110000001835,IN02,SD,
110000001835,IN03,SD,
110000001836,IN02,SD,
110000001836,IN03,SD,
110000001837,IN02,SD,
110000001837,IN03,SD,
110000001838,IN02,SD,
110000001838,IN03,SD,
110000001839,IN02,SD,
110000001839,IN03,SD,
110000001840,IN02,SD,
110000001840,IN03,SD,
110000001841,IN02,SD,
110000001841,IN03,SD,
110000001842,IN02,SD,
110000001842,IN03,SD,
110000001843,IN02,SD,
110000001843,IN03,SD,
110000001844,IN02,SD,
110000001844,IN03,SD,
110000001845,IN02,SD,
110000001845,IN03,SD,
110000001846,IN02,SD,
110000001846,IN03,SD,
110000001847,IN02,SD,
110000001847,IN03,SD,
110000001848,IN02,SD,
110000001848,IN03,SD,
110000001849,IN02,SD,
110000001849,IN03,SD,
110000001850,IN02,SD,
110000001850,IN03,SD,
110000001851,IN02,SD,
110000001851,IN03,SD,
110000001852,IN02,SD,
110000001852,IN03,SD,
110000001853,IN02,SD,
110000001853,IN03,SD,
110000001854,IN02,SD,
110000001854,IN03,SD,
110000001855,IN02,SD,
110000001855,IN03,SD,
110000001856,IN02,SD,
110000001856,IN03,SD,
110000001857,IN02,SD,
110000001857,IN03,SD,
110000001858,IN02,SD,
110000001858,IN03,SD,
110000001859,IN02,SD,
110000001859,IN03,SD,
110000001860,IN02,SD,
110000001860,IN03,SD,
110000001861,IN02,SD,
110000001861,IN03,SD,
110000001862,IN02,SD,
110000001862,IN03,SD,
110000001863,IN02,SD,
110000001863,IN03,SD,
110000001864,IN02,SD,
110000001864,IN03,SD,
110000001865,IN02,SD,
110000001865,IN03,SD,
110000001866,IN02,SD,
110000001866,IN03,SD,
110000001867,IN02,SD,
110000001867,IN03,SD,
110000001868,IN02,SD,
110000001868,IN03,SD,
110000001869,IN02,SD,
110000001869,IN03,SD,
110000001870,IN02,SD,
110000001870,IN03,SD,
110000001871,IN02,SD,
110000001871,IN03,SD,
110000001872,IN02,SD,
110000001872,IN03,SD,
110000001873,IN02,SD,
110000001873,IN03,SD,
110000001874,IN02,SD,
110000001874,IN03,SD,
110000001875,IN02,SD,
110000001875,IN03,SD,
110000001876,IN02,SD,
110000001876,IN03,SD,
110000001877,IN02,SD,
110000001877,IN03,SD,
110000001878,IN02,SD,
110000001878,IN03,SD,
110000001879,IN02,SD,
110000001879,IN03,SD,
110000001880,IN02,SD,
110000001880,IN03,SD,
110000001881,IN02,SD,
110000001881,IN03,SD,
110000001882,IN02,SD,
110000001882,IN03,SD,
110000001883,IN02,SD,
110000001883,IN03,SD,
110000001884,IN02,SD,
110000001884,IN03,SD,
110000001885,IN02,SD,
110000001885,IN03,SD,
110000001886,IN02,SD,
110000001886,IN03,SD,
110000001887,IN02,SD,
110000001887,IN03,SD,
110000001888,IN02,SD,
110000001888,IN03,SD,
110000001889,IN02,SD,
110000001889,IN03,SD,
110000001890,IN02,SD,
110000001890,IN03,SD,
110000001891,IN02,SD,
110000001891,IN03,SD,
110000001892,IN02,SD,
110000001892,IN03,SD,
110000001893,IN02,SD,
110000001893,IN03,SD,
110000001894,IN02,SD,
110000001894,IN03,SD,
110000001895,IN02,SD,
110000001895,IN03,SD,
110000001896,IN02,SD,
110000001896,IN03,SD,
110000001897,IN02,SD,
110000001897,IN03,SD,
110000001898,IN02,SD,
110000001898,IN03,SD,
110000001899,IN02,SD,
110000001899,IN03,SD,
110000001900,IN02,SD,
110000001900,IN03,SD,
110000001901,IN02,SD,
110000001901,IN03,SD,
110000001902,IN02,SD,
110000001902,IN03,SD,
110000001903,IN02,SD,
110000001903,IN03,SD,
110000001904,IN02,SD,
110000001904,IN03,SD,
110000001905,IN02,SD,
110000001905,IN03,SD,
110000001906,IN02,SD,
110000001906,IN03,SD,
110000001907,IN02,SD,
110000001907,IN03,SD,
110000001908,IN02,SD,
110000001908,IN03,SD,
110000001909,IN02,SD,
110000001909,IN03,SD,
110000001910,IN02,SD,
110000001910,IN03,SD,
110000001911,IN02,SD,
110000001911,IN03,SD,
110000001912,IN02,SD,
110000001912,IN03,SD,
110000001913,IN02,SD,
110000001913,IN03,SD,
110000001914,IN02,SD,
110000001914,IN03,SD,
110000001915,IN02,SD,
110000001915,IN03,SD,
110000001916,IN02,SD,
110000001916,IN03,SD,
110000001917,IN02,SD,
110000001917,IN03,SD,
110000001918,IN02,SD,
110000001918,IN03,SD,
110000001919,IN02,SD,
110000001919,IN03,SD,
110000001920,IN02,SD,
110000001920,IN03,SD,
110000001921,IN02,SD,
110000001921,IN03,SD,
110000001922,IN02,SD,
110000001922,IN03,SD,
110000001923,IN02,SD,
110000001923,IN03,SD,
110000001924,IN02,SD,
110000001924,IN03,SD,
110000001925,IN02,SD,
110000001925,IN03,SD,
110000001926,IN02,SD,
110000001926,IN03,SD,
110000001927,IN02,SD,
110000001927,IN03,SD,
110000001928,IN02,SD,
110000001928,IN03,SD,
110000001929,IN02,SD,
110000001929,IN03,SD,
110000001930,IN02,SD,
110000001930,IN03,SD,
110000001931,IN02,SD,
110000001931,IN03,SD,
110000001932,IN02,SD,
110000001932,IN03,SD,
110000001933,IN02,SD,
110000001933,IN03,SD,
110000001934,IN02,SD,
110000001934,IN03,SD,
110000001935,IN02,SD,
110000001935,IN03,SD,
110000001936,IN02,SD,
110000001936,IN03,SD,
110000001937,IN02,SD,
110000001937,IN03,SD,
110000001938,IN02,SD,
110000001938,IN03,SD,
110000001939,IN02,SD,
110000001939,IN03,SD,
110000001940,IN02,SD,
110000001940,IN03,SD,
110000001941,IN02,SD,
110000001941,IN03,SD,
110000001942,IN02,SD,
110000001942,IN03,SD,
110000001943,IN02,SD,
110000001943,IN03,SD,
110000001944,IN02,SD,
110000001944,IN03,SD,
110000001945,IN02,SD,
110000001945,IN03,SD,
110000001946,IN02,SD,
110000001946,IN03,SD,
110000001947,IN02,SD,
110000001947,IN03,SD,
110000001948,IN02,SD,
110000001948,IN03,SD,
110000001949,IN02,SD,
110000001949,IN03,SD,
110000001950,IN02,SD,
110000001950,IN03,SD,
110000001951,IN02,SD,
110000001951,IN03,SD,
110000001952,IN02,SD,
110000001952,IN03,SD,
110000001953,IN02,SD,
110000001953,IN03,SD,
110000001954,IN02,SD,
110000001954,IN03,SD,
110000001955,IN02,SD,
110000001955,IN03,SD,
110000001956,IN02,SD,
110000001956,IN03,SD,
110000001957,IN02,SD,
110000001957,IN03,SD,
110000001958,IN02,SD,
110000001958,IN03,SD,
110000001959,IN02,SD,
110000001959,IN03,SD,
110000001960,IN02,SD,
110000001960,IN03,SD,
110000001961,IN02,SD,
110000001961,IN03,SD,
110000001962,IN02,SD,
110000001962,IN03,SD,
110000001963,IN02,SD,
110000001963,IN03,SD,
110000001964,IN02,SD,
110000001964,IN03,SD,
110000001965,IN02,SD,
110000001965,IN03,SD,
110000001966,IN02,SD,
110000001966,IN03,SD,
110000001967,IN02,SD,
110000001967,IN03,SD,
110000001968,IN02,SD,
110000001968,IN03,SD,
110000001969,IN02,SD,
110000001969,IN03,SD,
110000001970,IN02,SD,
110000001970,IN03,SD,
110000001971,IN02,SD,
110000001971,IN03,SD,
110000001972,IN02,SD,
110000001972,IN03,SD,
110000001973,IN02,SD,
110000001973,IN03,SD,
110000001974,IN02,SD,
110000001974,IN03,SD,
110000001975,IN02,SD,
110000001975,IN03,SD,
110000001976,IN02,SD,
110000001976,IN03,SD,
110000001977,IN02,SD,
110000001977,IN03,SD,
110000001978,IN02,SD,
110000001978,IN03,SD,
110000001979,IN02,SD,
110000001979,IN03,SD,
110000001980,IN02,SD,
110000001980,IN03,SD,
110000001981,IN02,SD,
110000001981,IN03,SD,
110000001982,IN02,SD,
110000001982,IN03,SD,
110000001983,IN02,SD,
110000001983,IN03,SD,
110000001984,IN02,SD,
110000001984,IN03,SD,
110000001985,IN02,SD,
110000001985,IN03,SD,
110000001986,IN02,SD,
110000001986,IN03,SD,
110000001987,IN02,SD,
110000001987,IN03,SD,
110000001988,IN02,SD,
110000001988,IN03,SD,
110000001989,IN02,SD,
110000001989,IN03,SD,
110000001990,IN02,SD,
110000001990,IN03,SD,
110000001991,IN02,SD,
110000001991,IN03,SD,
110000001992,IN02,SD,
110000001992,IN03,SD,
110000001993,IN02,SD,
110000001993,IN03,SD,
110000001994,IN02,SD,
110000001994,IN03,SD,
110000001995,IN02,SD,
110000001995,IN03,SD,
110000001996,IN02,SD,
110000001996,IN03,SD,
110000001997,IN02,SD,
110000001997,IN03,SD,
110000001998,IN02,SD,
110000001998,IN03,SD,
110000001999,IN02,SD,
110000001999,IN03,SD,
110000002000,IN02,SD,
110000002000,IN03,SD,
110000002001,IN02,SD,
110000002001,IN03,SD,
110000002002,IN02,SD,
110000002002,IN03,SD,
110000002003,IN02,SD,
110000002003,IN03,SD,
110000002004,IN02,SD,
110000002004,IN03,SD,
110000002005,IN02,SD,
110000002005,IN03,SD,
110000002006,IN02,SD,
110000002006,IN03,SD,
110000002007,IN02,SD,
110000002007,IN03,SD,
110000002008,IN02,SD,
110000002008,IN03,SD,
110000002009,IN02,SD,
110000002009,IN03,SD,
110000002010,IN02,SD,
110000002010,IN03,SD,
110000002011,IN02,SD,
110000002011,IN03,SD,
110000002012,IN02,SD,
110000002012,IN03,SD,
110000002013,IN02,SD,
110000002013,IN03,SD,
110000002014,IN02,SD,
110000002014,IN03,SD,
110000002015,IN02,SD,
110000002015,IN03,SD,
110000002016,IN02,SD,
110000002016,IN03,SD,
110000002017,IN02,SD,
110000002017,IN03,SD,
110000002018,IN02,SD,
110000002018,IN03,SD,
110000002019,IN02,SD,
110000002019,IN03,SD,
110000002020,IN02,SD,
110000002020,IN03,SD,
110000002021,IN02,SD,
110000002021,IN03,SD,
110000002022,IN02,SD,
110000002022,IN03,SD,
110000002023,IN02,SD,
110000002023,IN03,SD,
110000002024,IN02,SD,
110000002024,IN03,SD,
110000002025,IN02,SD,
110000002025,IN03,SD,
110000002026,IN02,SD,
110000002026,IN03,SD,
110000002027,IN02,SD,
110000002027,IN03,SD,
110000002028,IN02,SD,
110000002028,IN03,SD,
110000002029,IN02,SD,
110000002029,IN03,SD,
110000002030,IN02,SD,
110000002030,IN03,SD,
110000002031,IN02,SD,
110000002031,IN03,SD,
110000002032,IN02,SD,
110000002032,IN03,SD,
110000002033,IN02,SD,
110000002033,IN03,SD,
110000002034,IN02,SD,
110000002034,IN03,SD,
110000002035,IN02,SD,
110000002035,IN03,SD,
110000002036,IN02,SD,
110000002036,IN03,SD,
110000002037,IN02,SD,
110000002037,IN03,SD,
110000002038,IN02,SD,
110000002038,IN03,SD,
110000002039,IN02,SD,
110000002039,IN03,SD,
110000002040,IN02,SD,
110000002040,IN03,SD,
110000002041,IN02,SD,
110000002041,IN03,SD,
110000002042,IN02,SD,
110000002042,IN03,SD,
110000002043,IN02,SD,
110000002043,IN03,SD,
110000002044,IN02,SD,
110000002044,IN03,SD,
110000002045,IN02,SD,
110000002045,IN03,SD,
110000002046,IN02,SD,
110000002046,IN03,SD,
110000002047,IN02,SD,
110000002047,IN03,SD,
110000002048,IN02,SD,
110000002048,IN03,SD,
110000002049,IN02,SD,
110000002049,IN03,SD,
110000002050,IN02,SD,
110000002050,IN03,SD,
110000002051,IN02,SD,
110000002051,IN03,SD,
110000002052,IN02,SD,
110000002052,IN03,SD,
110000002053,IN02,SD,
110000002053,IN03,SD,
110000002054,IN02,SD,
110000002054,IN03,SD,
110000002055,IN02,SD,
110000002055,IN03,SD,
110000002056,IN02,SD,
110000002056,IN03,SD,
110000002057,IN02,SD,
110000002057,IN03,SD,
110000002058,IN02,SD,
110000002058,IN03,SD,
110000002059,IN02,SD,
110000002059,IN03,SD,
110000002060,IN02,SD,
110000002060,IN03,SD,
110000002061,IN02,SD,
110000002061,IN03,SD,
110000002062,IN02,SD,
110000002062,IN03,SD,
110000002063,IN02,SD,
110000002063,IN03,SD,
110000002064,IN02,SD,
110000002064,IN03,SD,
110000002065,IN02,SD,
110000002065,IN03,SD,
110000002066,IN02,SD,
110000002066,IN03,SD,
110000002067,IN02,SD,
110000002067,IN03,SD,
110000002068,IN02,SD,
110000002068,IN03,SD,
110000002069,IN02,SD,
110000002069,IN03,SD,
110000002070,IN02,SD,
110000002070,IN03,SD,
110000002071,IN02,SD,
110000002071,IN03,SD,
110000002072,IN02,SD,
110000002072,IN03,SD,
110000002073,IN02,SD,
110000002073,IN03,SD,
110000002074,IN02,SD,
110000002074,IN03,SD,
110000002075,IN02,SD,
110000002075,IN03,SD,
110000002076,IN02,SD,
110000002076,IN03,SD,
110000002077,IN02,SD,
110000002077,IN03,SD,
110000002078,IN02,SD,
110000002078,IN03,SD,
110000002079,IN02,SD,
110000002079,IN03,SD,
110000002080,IN02,SD,
110000002080,IN03,SD,
110000002081,IN02,SD,
110000002081,IN03,SD,
110000002082,IN02,SD,
110000002082,IN03,SD,
110000002083,IN02,SD,
110000002083,IN03,SD,
110000002084,IN02,SD,
110000002084,IN03,SD,
110000002085,IN02,SD,
110000002085,IN03,SD,
110000002086,IN02,SD,
110000002086,IN03,SD,
110000002087,IN02,SD,
110000002087,IN03,SD,
110000002088,IN02,SD,
110000002088,IN03,SD,
110000002089,IN02,SD,
110000002089,IN03,SD,
110000002090,IN02,SD,
110000002090,IN03,SD,
110000002091,IN02,SD,
110000002091,IN03,SD,
110000002092,IN02,SD,
110000002092,IN03,SD,
110000002093,IN02,SD,
110000002093,IN03,SD,
110000002094,IN02,SD,
110000002094,IN03,SD,
110000002095,IN02,SD,
110000002095,IN03,SD,
110000002096,IN02,SD,
110000002096,IN03,SD,
110000002097,IN02,SD,
110000002097,IN03,SD,
110000002098,IN02,SD,
110000002098,IN03,SD,
110000002099,IN02,SD,
110000002099,IN03,SD,
110000002100,IN02,SD,
110000002100,IN03,SD,
110000002101,IN02,SD,
110000002101,IN03,SD,
110000002102,IN02,SD,
110000002102,IN03,SD,
110000002103,IN02,SD,
110000002103,IN03,SD,
110000002104,IN02,SD,
110000002104,IN03,SD,
110000002105,IN02,SD,
110000002105,IN03,SD,
110000002106,IN02,SD,
110000002106,IN03,SD,
110000002107,IN02,SD,
110000002107,IN03,SD,
110000002108,IN02,SD,
110000002108,IN03,SD,
110000002109,IN02,SD,
110000002109,IN03,SD,
110000002110,IN02,SD,
110000002110,IN03,SD,
110000002111,IN02,SD,
110000002111,IN03,SD,
110000002112,IN02,SD,
110000002112,IN03,SD,
110000002113,IN02,SD,
110000002113,IN03,SD,
110000002114,IN02,SD,
110000002114,IN03,SD,
110000002115,IN02,SD,
110000002115,IN03,SD,
110000002116,IN02,SD,
110000002116,IN03,SD,
110000002117,IN02,SD,
110000002117,IN03,SD,
110000002118,IN02,SD,
110000002118,IN03,SD,
110000002119,IN02,SD,
110000002119,IN03,SD,
110000002120,IN02,SD,
110000002120,IN03,SD,
110000002121,IN02,SD,
110000002121,IN03,SD,
110000002122,IN02,SD,
110000002122,IN03,SD,
110000002123,IN02,SD,
110000002123,IN03,SD,
110000002124,IN02,SD,
110000002124,IN03,SD,
110000002125,IN02,SD,
110000002125,IN03,SD,
110000002126,IN02,SD,
110000002126,IN03,SD,
110000002127,IN02,SD,
110000002127,IN03,SD,
110000002128,IN02,SD,
110000002128,IN03,SD,
110000002129,IN02,SD,
110000002129,IN03,SD,
110000002130,IN02,SD,
110000002130,IN03,SD,
110000002131,IN02,SD,
110000002131,IN03,SD,
110000002132,IN02,SD,
110000002132,IN03,SD,
110000002133,IN02,SD,
110000002133,IN03,SD,
110000002134,IN02,SD,
110000002134,IN03,SD,
110000002135,IN02,SD,
110000002135,IN03,SD,
110000002136,IN02,SD,
110000002136,IN03,SD,
110000002137,IN02,SD,
110000002137,IN03,SD,
110000002138,IN02,SD,
110000002138,IN03,SD,
110000002139,IN02,SD,
110000002139,IN03,SD,
110000002140,IN02,SD,
110000002140,IN03,SD,
110000002141,IN02,SD,
110000002141,IN03,SD,
110000002142,IN02,SD,
110000002142,IN03,SD,
110000002143,IN02,SD,
110000002143,IN03,SD,
110000002144,IN02,SD,
110000002144,IN03,SD,
110000002145,IN02,SD,
110000002145,IN03,SD,
110000002146,IN02,SD,
110000002146,IN03,SD,
110000002147,IN02,SD,
110000002147,IN03,SD,
110000002148,IN02,SD,
110000002148,IN03,SD,
110000002149,IN02,SD,
110000002149,IN03,SD,
110000002150,IN02,SD,
110000002150,IN03,SD,
110000002151,IN02,SD,
110000002151,IN03,SD,
110000002152,IN02,SD,
110000002152,IN03,SD,
110000002153,IN02,SD,
110000002153,IN03,SD,
110000002154,IN02,SD,
110000002154,IN03,SD,
110000002155,IN02,SD,
110000002155,IN03,SD,
110000002156,IN02,SD,
110000002156,IN03,SD,
110000002157,IN02,SD,
110000002157,IN03,SD,
110000002158,IN02,SD,
110000002158,IN03,SD,
110000002159,IN02,SD,
110000002159,IN03,SD,
110000002160,IN02,SD,
110000002160,IN03,SD,
110000002161,IN02,SD,
110000002161,IN03,SD,
110000002162,IN02,SD,
110000002162,IN03,SD,
110000002163,IN02,SD,
110000002163,IN03,SD,
110000002164,IN02,SD,
110000002164,IN03,SD,
110000002165,IN02,SD,
110000002165,IN03,SD,
110000002166,IN02,SD,
110000002166,IN03,SD,
110000002167,IN02,SD,
110000002167,IN03,SD,
110000002168,IN02,SD,
110000002168,IN03,SD,
110000002169,IN02,SD,
110000002169,IN03,SD,
110000002170,IN02,SD,
110000002170,IN03,SD,
110000002171,IN02,SD,
110000002171,IN03,SD,
110000002172,IN02,SD,
110000002172,IN03,SD,
110000002173,IN02,SD,
110000002173,IN03,SD,
110000002174,IN02,SD,
110000002174,IN03,SD,
110000002175,IN02,SD,
110000002175,IN03,SD,
110000002176,IN02,SD,
110000002176,IN03,SD,
110000002177,IN02,SD,
110000002177,IN03,SD,
110000002178,IN02,SD,
110000002178,IN03,SD,
110000002179,IN02,SD,
110000002179,IN03,SD,
110000002180,IN02,SD,
110000002180,IN03,SD,
110000002181,IN02,SD,
110000002181,IN03,SD,
110000002182,IN02,SD,
110000002182,IN03,SD,
110000002183,IN02,SD,
110000002183,IN03,SD,
110000002184,IN02,SD,
110000002184,IN03,SD,
110000002185,IN02,SD,
110000002185,IN03,SD,
110000002186,IN02,SD,
110000002186,IN03,SD,
110000002187,IN02,SD,
110000002187,IN03,SD,
110000002188,IN02,SD,
110000002188,IN03,SD,
110000002189,IN02,SD,
110000002189,IN03,SD,
110000002190,IN02,SD,
110000002190,IN03,SD,
110000002191,IN02,SD,
110000002191,IN03,SD,
110000002192,IN02,SD,
110000002192,IN03,SD,
110000002193,IN02,SD,
110000002193,IN03,SD,
110000002194,IN02,SD,
110000002194,IN03,SD,
110000002195,IN02,SD,
110000002195,IN03,SD,
110000002196,IN02,SD,
110000002196,IN03,SD,
110000002197,IN02,SD,
110000002197,IN03,SD,
110000002198,IN02,SD,
110000002198,IN03,SD,
110000002199,IN02,SD,
110000002199,IN03,SD,
110000002200,IN02,SD,
110000002200,IN03,SD,
110000002201,IN02,SD,
110000002201,IN03,SD,
110000002202,IN02,SD,
110000002202,IN03,SD,
110000002203,IN02,SD,
110000002203,IN03,SD,
110000002204,IN02,SD,
110000002204,IN03,SD,
110000002205,IN02,SD,
110000002205,IN03,SD,
110000002206,IN02,SD,
110000002206,IN03,SD,
110000002207,IN02,SD,
110000002207,IN03,SD,
110000002208,IN02,SD,
110000002208,IN03,SD,
110000002209,IN02,SD,
110000002209,IN03,SD,
110000002210,IN02,SD,
110000002210,IN03,SD,
110000002211,IN02,SD,
110000002211,IN03,SD,
110000002212,IN02,SD,
110000002212,IN03,SD,
110000002213,IN02,SD,
110000002213,IN03,SD,
110000002214,IN02,SD,
110000002214,IN03,SD,
110000002215,IN02,SD,
110000002215,IN03,SD,
110000002216,IN02,SD,
110000002216,IN03,SD,
110000002217,IN02,SD,
110000002217,IN03,SD,
110000002218,IN02,SD,
110000002218,IN03,SD,
110000002219,IN02,SD,
110000002219,IN03,SD,
110000002220,IN02,SD,
110000002220,IN03,SD,
110000002221,IN02,SD,
110000002221,IN03,SD,
110000002222,IN02,SD,
110000002222,IN03,SD,
110000002223,IN02,SD,
110000002223,IN03,SD,
110000002224,IN02,SD,
110000002224,IN03,SD,
110000002225,IN02,SD,
110000002225,IN03,SD,
110000002226,IN02,SD,
110000002226,IN03,SD,
110000002227,IN02,SD,
110000002227,IN03,SD,
110000002228,IN02,SD,
110000002228,IN03,SD,
110000002229,IN02,SD,
110000002229,IN03,SD,
110000002230,IN02,SD,
110000002230,IN03,SD,
110000002231,IN02,SD,
110000002231,IN03,SD,
110000002232,IN02,SD,
110000002232,IN03,SD,
110000002233,IN02,SD,
110000002233,IN03,SD,
110000002234,IN02,SD,
110000002234,IN03,SD,
110000002235,IN02,SD,
110000002235,IN03,SD,
110000002236,IN02,SD,
110000002236,IN03,SD,
110000002237,IN02,SD,
110000002237,IN03,SD,
110000002238,IN02,SD,
110000002238,IN03,SD,
110000002239,IN02,SD,
110000002239,IN03,SD,
110000002240,IN02,SD,
110000002240,IN03,SD,
110000002241,IN02,SD,
110000002241,IN03,SD,
110000002242,IN02,SD,
110000002242,IN03,SD,
110000002243,IN02,SD,
110000002243,IN03,SD,
110000002244,IN02,SD,
110000002244,IN03,SD,
110000002245,IN02,SD,
110000002245,IN03,SD,
110000002246,IN02,SD,
110000002246,IN03,SD,
110000002247,IN02,SD,
110000002247,IN03,SD,
110000002248,IN02,SD,
110000002248,IN03,SD,
110000002249,IN02,SD,
110000002249,IN03,SD,
110000002250,IN02,SD,
110000002250,IN03,SD,
110000002251,IN02,SD,
110000002251,IN03,SD,
110000002252,IN02,SD,
110000002252,IN03,SD,
110000002253,IN02,SD,
110000002253,IN03,SD,
110000002254,IN02,SD,
110000002254,IN03,SD,
110000002255,IN02,SD,
110000002255,IN03,SD,
110000002256,IN02,SD,
110000002256,IN03,SD,
110000002257,IN02,SD,
110000002257,IN03,SD,
110000002258,IN02,SD,
110000002258,IN03,SD,
110000002259,IN02,SD,
110000002259,IN03,SD,
110000002260,IN02,SD,
110000002260,IN03,SD,
110000002261,IN02,SD,
110000002261,IN03,SD,
110000002262,IN02,SD,
110000002262,IN03,SD,
110000002263,IN02,SD,
110000002263,IN03,SD,
110000002264,IN02,SD,
110000002264,IN03,SD,
110000002265,IN02,SD,
110000002265,IN03,SD,
110000002266,IN02,SD,
110000002266,IN03,SD,
110000002267,IN02,SD,
110000002267,IN03,SD,
110000002268,IN02,SD,
110000002268,IN03,SD,
110000002269,IN02,SD,
110000002269,IN03,SD,
110000002270,IN02,SD,
110000002270,IN03,SD,
110000002271,IN02,SD,
110000002271,IN03,SD,
110000002272,IN02,SD,
110000002272,IN03,SD,
110000002273,IN02,SD,
110000002273,IN03,SD,
110000002274,IN02,SD,
110000002274,IN03,SD,
110000002275,IN02,SD,
110000002275,IN03,SD,
110000002276,IN02,SD,
110000002276,IN03,SD,
110000002277,IN02,SD,
110000002277,IN03,SD,
110000002278,IN02,SD,
110000002278,IN03,SD,
110000002279,IN02,SD,
110000002279,IN03,SD,
110000002280,IN02,SD,
110000002280,IN03,SD,
110000002281,IN02,SD,
110000002281,IN03,SD,
110000002282,IN02,SD,
110000002282,IN03,SD,
110000002283,IN02,SD,
110000002283,IN03,SD,
110000002284,IN02,SD,
110000002284,IN03,SD,
110000002285,IN02,SD,
110000002285,IN03,SD,
110000002286,IN02,SD,
110000002286,IN03,SD,
110000002287,IN02,SD,
110000002287,IN03,SD,
110000002288,IN02,SD,
110000002288,IN03,SD,
110000002289,IN02,SD,
110000002289,IN03,SD,
110000002290,IN02,SD,
110000002290,IN03,SD,
110000002291,IN02,SD,
110000002291,IN03,SD,
110000002292,IN02,SD,
110000002292,IN03,SD,
110000002293,IN02,SD,
110000002293,IN03,SD,
110000002294,IN02,SD,
110000002294,IN03,SD,
110000002295,IN02,SD,
110000002295,IN03,SD,
110000002296,IN02,SD,
110000002296,IN03,SD,
110000002297,IN02,SD,
110000002297,IN03,SD,
110000002298,IN02,SD,
110000002298,IN03,SD,
110000002299,IN02,SD,
110000002299,IN03,SD,
110000002300,IN02,SD,
110000002300,IN03,SD,
110000002301,IN02,SD,
110000002301,IN03,SD,
110000002302,IN02,SD,
