Material,Material type,Material Group,Base Unit of Measure
110000003489,ZHAW,E0003,EA
110000003490,ZHAW,E0003,EA
110000003491,ZHAW,E0003,EA
110000003492,ZHAW,E0003,EA
110000003493,ZHAW,E0003,EA
110000003494,ZHAW,P0009,EA
110000003495,ZHAW,E0003,EA
110000003496,ZHAW,C0013,EA
110000003497,ZHAW,E0003,EA
110000003498,ZHAW,E0003,EA
110000003499,ZHAW,E0003,EA
110000003500,ZHAW,E0003,EA
110000003501,ZHAW,E0003,EA
110000003502,ZHAW,E0003,EA
110000003503,ZHAW,E0003,EA
110000003504,ZHAW,C0013,EA
110000003505,ZHAW,C0013,EA
110000003506,ZHAW,C0013,EA
110000003507,ZHAW,O0001,EA
110000003508,ZHAW,C0013,EA
110000003509,ZHAW,O0001,EA
110000003510,ZHAW,O0001,EA
110000003511,ZHAW,E0003,EA
110000003512,ZHAW,E0003,EA
110000003513,ZHAW,O0001,KG
110000003514,ZHAW,O0001,KG
110000003515,ZHAW,O0001,EA
110000003516,ZHAW,O0001,EA
110000003517,ZHAW,E0003,M
110000003518,ZHAW,E0003,EA
110000003519,ZHAW,E0003,EA
110000003520,ZHAW,E0003,EA
110000003521,ZHAW,O0001,L
110000003522,ZHAW,O0001,L
110000003523,ZHAW,O0001,L
110000003524,ZHAW,O0001,EA
110000003525,ZHAW,I0003,EA
110000003526,ZHAW,O0001,PAC
110000003527,ZHAW,O0001,W
110000003528,ZHAW,E0003,EA
110000003529,ZHAW,E0003,EA
110000003530,ZHAW,E0003,EA
110000003531,ZHAW,O0001,M
110000003532,ZHAW,O0001,EA
110000003533,ZHAW,O0001,EA
110000003534,ZHAW,E0003,M
110000003535,ZHAW,E0003,M
110000003536,ZHAW,E0003,M
110000003537,ZHAW,E0003,M
110000003538,ZHAW,E0003,M
110000003539,ZHAW,O0001,EA
110000003540,ZHAW,C0013,EA
110000003541,ZHAW,O0001,EA
110000003542,ZHAW,O0001,EA
110000003543,ZHAW,I0003,KM
110000003544,ZHAW,C0013,M
110000003545,ZHAW,C0013,M
110000003546,ZHAW,I0003,M
110000003547,ZHAW,E0003,M
110000003548,ZHAW,E0003,M
110000003549,ZHAW,C0013,M
110000003550,ZHAW,E0003,M
110000003551,ZHAW,E0003,M
110000003552,ZHAW,E0003,M
110000003553,ZHAW,C0013,M
110000003554,ZHAW,E0003,EA
110000003555,ZHAW,O0001,M2
110000003556,ZHAW,O0001,EA
110000003557,ZHAW,O0001,EA
110000003558,ZHAW,O0001,EA
110000003559,ZHAW,O0001,EA
110000003560,ZHAW,O0001,EA
110000003561,ZHAW,E0003,EA
110000003562,ZHAW,C0013,EA
110000003563,ZHAW,E0003,BAG
110000003564,ZHAW,E0003,EA
110000003565,ZHAW,E0003,EA
110000003566,ZHAW,E0003,EA
110000003567,ZHAW,E0003,EA
110000003568,ZHAW,E0003,EA
110000003569,ZHAW,E0003,EA
110000003570,ZHAW,E0003,EA
110000003571,ZHAW,E0003,EA
110000003572,ZHAW,E0003,EA
110000003573,ZHAW,E0003,EA
110000003574,ZHAW,E0003,EA
110000003575,ZHAW,O0001,EA
110000003576,ZHAW,O0001,EA
110000003577,ZHAW,C0013,M
110000003578,ZHAW,E0003,EA
110000003579,ZHAW,E0003,EA
110000003580,ZHAW,E0003,EA
110000003581,ZHAW,E0003,EA
110000003582,ZHAW,E0003,EA
110000003583,ZHAW,E0003,EA
110000003584,ZHAW,E0003,EA
110000003585,ZHAW,E0003,M
110000003586,ZHAW,O0001,EA
110000003587,ZHAW,O0001,EA
110000003588,ZHAW,O0001,EA
110000003589,ZHAW,O0001,EA
110000003590,ZHAW,O0001,EA
110000003591,ZHAW,O0001,EA
110000003592,ZHAW,O0001,EA
110000003593,ZHAW,O0001,EA
110000003594,ZHAW,E0003,EA
110000003595,ZHAW,E0003,EA
110000003596,ZHAW,E0003,EA
110000003597,ZHAW,C0013,M
110000003598,ZHAW,E0003,EA
110000003599,ZHAW,E0003,EA
110000003600,ZHAW,E0003,EA
110000003601,ZHAW,E0003,EA
110000003602,ZHAW,E0003,EA
110000003603,ZHAW,E0003,EA
110000003604,ZHAW,E0003,EA
110000003605,ZHAW,E0003,EA
110000003606,ZHAW,C0013,M
110000003607,ZHAW,C0013,M
110000003608,ZHAW,C0013,M
110000003609,ZHAW,E0003,EA
110000003610,ZHAW,E0003,EA
110000003611,ZHAW,E0003,EA
110000003612,ZHAW,E0003,EA
110000003613,ZHAW,E0003,EA
110000003614,ZHAW,E0003,EA
110000003615,ZHAW,E0003,EA
110000003616,ZHAW,E0003,EA
110000003617,ZHAW,E0003,EA
110000003618,ZHAW,E0003,EA
110000003619,ZHAW,E0003,EA
110000003620,ZHAW,E0003,EA
110000003621,ZHAW,E0003,EA
110000003622,ZHAW,E0003,EA
110000003623,ZHAW,E0003,EA
110000003624,ZHAW,E0003,EA
110000003625,ZHAW,C0013,EA
110000003626,ZHAW,C0013,EA
110000003627,ZHAW,E0003,EA
110000003628,ZHAW,O0001,EA
110000003629,ZHAW,O0001,EA
110000003630,ZHAW,O0001,EA
110000003631,ZHAW,O0001,EA
110000003632,ZHAW,O0001,EA
110000003633,ZHAW,O0001,EA
110000003634,ZHAW,E0003,EA
110000003635,ZHAW,O0001,EA
110000003636,ZHAW,O0001,KG
110000003637,ZHAW,C0013,KG
110000003638,ZHAW,C0013,EA
110000003639,ZHAW,C0013,EA
110000003640,ZHAW,E0003,M
110000003641,ZHAW,E0003,EA
110000003642,ZHAW,E0003,M
110000003643,ZHAW,E0003,EA
110000003644,ZHAW,O0001,KG
110000003645,ZHAW,E0003,EA
110000003646,ZHAW,E0003,EA
110000003647,ZHAW,E0003,EA
110000003648,ZHAW,E0003,EA
110000003649,ZHAW,O0001,EA
110000003650,ZHAW,O0001,EA
110000003651,ZHAW,C0013,M
110000003652,ZHAW,C0013,EA
110000003653,ZHAW,O0001,EA
110000003654,ZHAW,E0003,EA
110000003655,ZHAW,E0003,EA
110000003656,ZHAW,E0003,EA
110000003657,ZHAW,E0003,EA
110000003658,ZHAW,E0003,EA
110000003659,ZHAW,P0009,EA
110000003660,ZHAW,E0003,EA
110000003661,ZHAW,E0003,M
110000003662,ZHAW,O0001,EA
110000003663,ZHAW,E0003,EA
110000003664,ZHAW,E0003,EA
110000003665,ZHAW,O0001,TON
110000003666,ZHAW,E0003,EA
110000003667,ZHAW,E0003,EA
110000003668,ZHAW,O0001,EA
110000003669,ZHAW,O0001,EA
110000003670,ZHAW,O0001,EA
110000003671,ZHAW,O0001,EA
110000003672,ZHAW,O0001,EA
110000003673,ZHAW,O0001,EA
110000003674,ZHAW,C0013,EA
110000003675,ZHAW,C0013,EA
110000003676,ZHAW,C0013,EA
110000003677,ZHAW,O0001,EA
110000003678,ZHAW,O0001,EA
110000003679,ZHAW,E0003,EA
110000003680,ZHAW,O0001,EA
110000003681,ZHAW,O0001,EA
110000003682,ZHAW,O0001,EA
110000003683,ZHAW,C0013,EA
110000003684,ZHAW,C0013,EA
110000003685,ZHAW,O0001,EA
110000003686,ZHAW,O0001,EA
110000003687,ZHAW,O0001,EA
110000003688,ZHAW,O0001,EA
110000003689,ZHAW,C0013,M
110000003690,ZHAW,O0001,M
110000003691,ZHAW,O0001,M
110000003692,ZHAW,O0001,EA
110000003693,ZHAW,O0001,EA
110000003694,ZHAW,O0001,EA
110000003695,ZHAW,C0013,EA
110000003696,ZHAW,O0001,EA
110000003697,ZHAW,O0001,EA
110000003698,ZHAW,E0003,EA
110000003699,ZHAW,E0003,EA
110000003700,ZHAW,E0003,EA
110000003701,ZHAW,C0013,KG
110000003702,ZHAW,O0001,KG
110000003703,ZHAW,O0001,KG
110000003704,ZHAW,O0001,KG
110000003705,ZHAW,O0001,KG
110000003706,ZHAW,O0001,KG
110000003707,ZHAW,O0001,EA
110000003708,ZHAW,O0001,EA
110000003709,ZHAW,O0001,EA
110000003710,ZHAW,O0001,EA
110000003711,ZHAW,E0003,EA
110000003712,ZHAW,E0003,EA
110000003714,ZHAW,O0001,EA
110000003715,ZHAW,O0001,EA
110000003716,ZHAW,O0001,EA
110000003717,ZHAW,O0001,EA
110000003718,ZHAW,O0001,EA
110000003719,ZHAW,C0013,EA
110000003720,ZHAW,O0001,EA
110000003721,ZHAW,O0001,EA
110000003722,ZHAW,O0001,EA
110000003723,ZHAW,O0001,EA
110000003724,ZHAW,O0001,EA
110000003725,ZHAW,O0001,EA
110000003726,ZHAW,O0001,EA
110000003727,ZHAW,C0013,M
110000003728,ZHAW,C0013,M
110000003729,ZHAW,C0013,M
110000003730,ZHAW,E0003,EA
110000003731,ZHAW,O0001,EA
110000003732,ZHAW,O0001,EA
110000003733,ZHAW,O0001,EA
110000003734,ZHAW,C0013,EA
110000003735,ZHAW,O0001,KG
110000003736,ZHAW,C0013,M2
110000003737,ZHAW,O0001,KG
110000003738,ZHAW,O0001,EA
110000003739,ZHAW,E0003,M
110000003740,ZHAW,E0003,M
110000003741,ZHAW,E0003,M
110000003742,ZHAW,E0003,EA
110000003743,ZHAW,E0003,EA
110000003744,ZHAW,E0003,EA
110000003745,ZHAW,E0003,EA
110000003746,ZHAW,E0003,EA
110000003747,ZHAW,O0001,EA
110000003748,ZHAW,O0001,KG
110000003749,ZHAW,O0001,KG
110000003750,ZHAW,O0001,KG
110000003751,ZHAW,E0003,EA
110000003752,ZHAW,O0001,M
110000003753,ZHAW,C0013,EA
110000003754,ZHAW,C0013,EA
110000003755,ZHAW,O0001,EA
110000003756,ZHAW,O0001,KG
110000003757,ZHAW,O0001,KG
110000003758,ZHAW,O0001,KG
110000003759,ZHAW,O0001,KG
110000003760,ZHAW,O0001,EA
110000003761,ZHAW,E0003,EA
110000003762,ZHAW,E0003,EA
110000003763,ZHAW,O0001,EA
110000003764,ZHAW,O0001,M2
110000003765,ZHAW,O0001,TON
110000003766,ZHAW,E0003,M
110000003767,ZHAW,E0003,M
110000003768,ZHAW,O0001,PC
110000003769,ZHAW,O0001,EA
110000003770,ZHAW,O0001,EA
110000003771,ZHAW,O0001,EA
110000003772,ZHAW,O0001,EA
110000003773,ZHAW,O0001,EA
110000003774,ZHAW,O0001,EA
110000003775,ZHAW,O0001,EA
110000003776,ZHAW,I0003,BAG
110000003777,ZHAW,C0013,EA
110000003778,ZHAW,C0013,EA
110000003779,ZHAW,C0013,M
110000003780,ZHAW,P0009,EA
110000003781,ZHAW,E0003,EA
110000003782,ZHAW,E0003,EA
110000003783,ZHAW,O0001,EA
110000003784,ZHAW,O0001,EA
110000003785,ZHAW,O0001,EA
110000003786,ZHAW,E0003,M
110000003787,ZHAW,E0003,EA
110000003788,ZHAW,E0003,EA
110000003789,ZHAW,E0003,EA
110000003790,ZHAW,O0001,EA
110000003791,ZHAW,O0001,EA
110000003792,ZHAW,O0001,M
110000003793,ZHAW,E0003,EA
110000003794,ZHAW,E0003,EA
110000003795,ZHAW,E0003,M
110000003796,ZHAW,O0001,EA
110000003797,ZHAW,E0003,M
110000003798,ZHAW,E0003,M
110000003799,ZHAW,O0001,EA
110000003800,ZHAW,O0001,EA
110000003801,ZHAW,O0001,EA
110000003802,ZHAW,O0001,EA
110000003803,ZHAW,O0001,EA
110000003804,ZHAW,O0001,M
110000003805,ZHAW,O0001,EA
110000003806,ZHAW,O0001,EA
110000003807,ZHAW,O0001,EA
110000003808,ZHAW,O0001,EA
110000003809,ZHAW,O0001,EA
110000003810,ZHAW,O0001,EA
110000003811,ZHAW,O0001,EA
110000003812,ZHAW,O0001,EA
110000003813,ZHAW,O0001,EA
110000003814,ZHAW,O0001,EA
110000003815,ZHAW,C0014,EA
110000003816,ZHAW,C0013,EA
110000003817,ZHAW,C0013,EA
110000003818,ZHAW,C0013,EA
110000003819,ZHAW,E0003,EA
110000003820,ZHAW,E0003,EA
110000003821,ZHAW,E0003,EA
110000003822,ZHAW,E0003,EA
110000003823,ZHAW,E0003,EA
110000003824,ZHAW,E0003,EA
110000003825,ZHAW,E0003,EA
110000003826,ZHAW,C0013,EA
110000003827,ZHAW,C0013,EA
110000003828,ZHAW,C0013,EA
110000003829,ZHAW,C0013,EA
110000003830,ZHAW,C0013,M
110000003831,ZHAW,C0013,M
110000003832,ZHAW,C0013,M
110000003833,ZHAW,C0013,M
110000003834,ZHAW,C0013,EA
110000003835,ZHAW,C0013,EA
110000003836,ZHAW,C0013,EA
110000003837,ZHAW,C0013,M
110000003838,ZHAW,C0013,EA
110000003839,ZHAW,C0013,EA
110000003840,ZHAW,C0013,EA
110000003841,ZHAW,O0001,EA
110000003842,ZHAW,E0003,EA
110000003843,ZHAW,E0003,EA
110000003844,ZHAW,E0003,EA
110000003845,ZHAW,E0003,EA
110000003846,ZHAW,C0013,EA
110000003847,ZHAW,E0003,EA
110000003848,ZHAW,C0013,EA
110000003849,ZHAW,C0013,EA
110000003850,ZHAW,E0003,EA
110000003851,ZHAW,E0003,EA
110000003852,ZHAW,O0001,M2
110000003853,ZHAW,O0001,EA
110000003854,ZHAW,E0003,EA
110000003855,ZHAW,E0003,EA
110000003856,ZHAW,C0013,M
110000003857,ZHAW,E0003,EA
110000003858,ZHAW,C0013,EA
110000003859,ZHAW,C0013,EA
110000003860,ZHAW,C0013,EA
110000003861,ZHAW,C0013,EA
110000003862,ZHAW,C0013,EA
110000003863,ZHAW,O0001,EA
110000003864,ZHAW,O0001,EA
110000003865,ZHAW,O0001,EA
110000003866,ZHAW,O0001,EA
110000003867,ZHAW,O0001,EA
110000003868,ZHAW,O0001,EA
110000003869,ZHAW,O0001,EA
110000003870,ZHAW,O0001,EA
110000003871,ZHAW,O0001,EA
110000003872,ZHAW,O0001,EA
110000003873,ZHAW,C0013,EA
110000003874,ZHAW,C0013,EA
110000003875,ZHAW,C0013,EA
110000003876,ZHAW,E0003,EA
110000003877,ZHAW,O0001,EA
110000003878,ZHAW,E0003,EA
110000003879,ZHAW,I0003,EA
110000003880,ZHAW,O0001,KG
110000003881,ZHAW,E0003,EA
110000003882,ZHAW,E0003,EA
110000003883,ZHAW,E0003,EA
110000003884,ZHAW,E0003,EA
110000003885,ZHAW,E0003,EA
110000003886,ZHAW,E0003,EA
110000003887,ZHAW,E0003,EA
110000003888,ZHAW,P0009,EA
110000003889,ZHAW,E0003,EA
110000003890,ZHAW,E0003,EA
110000003891,ZHAW,E0003,EA
110000003892,ZHAW,E0003,EA
110000003893,ZHAW,E0003,EA
110000003894,ZHAW,E0003,EA
110000003895,ZHAW,E0003,EA
110000003896,ZHAW,C0013,EA
110000003897,ZHAW,E0003,EA
110000003898,ZHAW,E0003,EA
110000003899,ZHAW,E0003,EA
110000003900,ZHAW,C0013,EA
110000003901,ZHAW,C0013,EA
110000003902,ZHAW,C0013,EA
110000003903,ZHAW,C0013,EA
110000003904,ZHAW,C0013,EA
110000003905,ZHAW,E0003,EA
110000003906,ZHAW,E0003,EA
110000003907,ZHAW,O0001,M
110000003908,ZHAW,O0001,KG
110000003909,ZHAW,O0001,EA
110000003910,ZHAW,O0001,EA
110000003911,ZHAW,O0001,EA
110000003912,ZHAW,O0001,EA
110000003913,ZHAW,O0001,EA
110000003914,ZHAW,O0001,EA
110000003915,ZHAW,O0001,EA
110000003916,ZHAW,O0001,EA
110000003917,ZHAW,O0001,EA
110000003918,ZHAW,O0001,EA
110000003919,ZHAW,C0013,M
110000003920,ZHAW,C0013,M
110000003921,ZHAW,C0013,M
110000003922,ZHAW,E0003,EA
110000003923,ZHAW,E0003,EA
110000003924,ZHAW,E0003,EA
110000003925,ZHAW,C0013,EA
110000003926,ZHAW,E0003,EA
110000003927,ZHAW,C0013,EA
110000003928,ZHAW,C0013,EA
110000003929,ZHAW,C0013,M
110000003930,ZHAW,C0013,M
110000003931,ZHAW,C0013,M
110000003932,ZHAW,C0013,M
110000003933,ZHAW,C0013,M
110000003934,ZHAW,C0013,M
110000003935,ZHAW,C0013,M
110000003936,ZHAW,C0013,M
110000003937,ZHAW,C0013,M
110000003938,ZHAW,C0013,M
110000003939,ZHAW,C0013,M
110000003940,ZHAW,I0003,M
110000003941,ZHAW,C0013,M
110000003942,ZHAW,I0003,M
110000003943,ZHAW,O0001,EA
110000003944,ZHAW,O0001,EA
110000003945,ZHAW,O0001,EA
110000003946,ZHAW,C0013,M
110000003947,ZHAW,C0013,M
110000003948,ZHAW,E0003,EA
110000003949,ZHAW,C0013,M
110000003950,ZHAW,E0003,EA
110000003951,ZHAW,E0003,EA
110000003952,ZHAW,O0001,EA
110000003953,ZHAW,O0001,EA
110000003954,ZHAW,I0003,M
110000003955,ZHAW,O0001,M
110000003956,ZHAW,O0001,EA
110000003957,ZHAW,O0001,EA
110000003958,ZHAW,O0001,EA
110000003959,ZHAW,O0001,EA
110000003960,ZHAW,O0001,EA
110000003961,ZHAW,O0001,EA
110000003962,ZHAW,O0001,M
110000003963,ZHAW,O0001,M
110000003964,ZHAW,C0013,M
110000003965,ZHAW,C0013,M
110000003966,ZHAW,O0001,EA
110000003967,ZHAW,C0013,EA
110000003968,ZHAW,C0013,EA
110000003969,ZHAW,E0003,EA
110000003970,ZHAW,E0003,EA
110000003971,ZHAW,O0001,PC
110000003972,ZHAW,O0001,M
110000003973,ZHAW,E0003,EA
110000003974,ZHAW,O0001,EA
110000003975,ZHAW,E0003,EA
110000003976,ZHAW,E0003,EA
110000003977,ZHAW,C0013,M
110000003978,ZHAW,C0013,M
110000003979,ZHAW,C0013,M
110000003980,ZHAW,E0003,EA
110000003981,ZHAW,E0003,EA
110000003982,ZHAW,O0001,M
110000003983,ZHAW,I0003,EA
110000003984,ZHAW,E0003,PC
110000003985,ZHAW,E0003,PC
110000003986,ZHAW,O0001,M
110000003987,ZHAW,O0001,M
110000003988,ZHAW,O0001,M
110000003989,ZHAW,O0001,M
110000003990,ZHAW,O0001,M
110000003991,ZHAW,O0001,M
110000003992,ZHAW,E0003,EA
110000003993,ZHAW,O0001,EA
110000003994,ZHAW,O0001,EA
110000003995,ZHAW,O0001,EA
110000003996,ZHAW,O0001,EA
110000003997,ZHAW,E0003,PC
110000003998,ZHAW,E0003,EA
110000003999,ZHAW,O0001,EA
110000004000,ZHAW,C0013,EA
110000004001,ZHAW,E0003,EA
110000004002,ZHAW,E0003,EA
110000004003,ZHAW,E0003,EA
110000004004,ZHAW,O0001,EA
110000004005,ZHAW,O0001,EA
110000004006,ZHAW,O0001,EA
110000004007,ZHAW,O0001,EA
110000004008,ZHAW,O0001,M
110000004009,ZHAW,O0001,KG
110000004010,ZHAW,O0001,EA
110000004011,ZHAW,O0001,EA
110000004012,ZHAW,O0001,EA
110000004013,ZHAW,O0001,EA
110000004014,ZHAW,O0001,EA
110000004015,ZHAW,O0001,EA
110000004016,ZHAW,O0001,EA
110000004017,ZHAW,O0001,EA
110000004018,ZHAW,E0003,EA
110000004019,ZHAW,E0003,EA
110000004020,ZHAW,E0003,EA
110000004021,ZHAW,O0001,EA
110000004022,ZHAW,O0001,EA
110000004023,ZHAW,E0003,EA
110000004024,ZHAW,E0003,EA
110000004025,ZHAW,E0003,EA
110000004026,ZHAW,E0003,EA
110000004027,ZHAW,E0003,EA
110000004028,ZHAW,O0001,EA
110000004029,ZHAW,E0003,M
110000004030,ZHAW,C0013,M
110000004031,ZHAW,E0003,EA
110000004032,ZHAW,C0013,M
110000004033,ZHAW,C0013,M
110000004034,ZHAW,C0013,M
110000004035,ZHAW,E0003,EA
110000004036,ZHAW,E0003,EA
110000004037,ZHAW,O0001,TON
110000004038,ZHAW,O0001,EA
110000004039,ZHAW,O0001,EA
110000004040,ZHAW,O0001,EA
110000004041,ZHAW,O0001,EA
110000004042,ZHAW,O0001,EA
110000004043,ZHAW,E0003,EA
110000004044,ZHAW,E0003,EA
110000004045,ZHAW,E0003,EA
110000004046,ZHAW,E0003,EA
110000004047,ZHAW,E0003,EA
110000004048,ZHAW,E0003,EA
110000004049,ZHAW,E0003,EA
110000004050,ZHAW,E0003,EA
110000004051,ZHAW,E0003,EA
110000004052,ZHAW,I0003,M
110000004053,ZHAW,E0003,EA
110000004054,ZHAW,E0003,EA
110000004055,ZHAW,E0003,EA
110000004056,ZHAW,O0001,EA
110000004057,ZHAW,O0001,M
110000004058,ZHAW,E0003,M
110000004059,ZHAW,E0003,EA
110000004060,ZHAW,O0001,EA
110000004061,ZHAW,O0001,EA
110000004062,ZHAW,O0001,EA
110000004063,ZHAW,O0001,EA
110000004064,ZHAW,E0003,EA
110000004065,ZHAW,E0003,EA
110000004066,ZHAW,E0003,EA
110000004067,ZHAW,C0013,EA
110000004068,ZHAW,E0003,EA
110000004069,ZHAW,C0013,EA
110000004070,ZHAW,C0013,EA
110000004071,ZHAW,C0013,EA
110000004072,ZHAW,C0013,EA
110000004073,ZHAW,C0013,EA
110000004074,ZHAW,C0013,EA
110000004075,ZHAW,E0003,EA
110000004076,ZHAW,O0001,EA
110000004077,ZHAW,P0009,EA
110000004078,ZHAW,O0001,EA
110000004079,ZHAW,O0001,EA
110000004080,ZHAW,E0003,EA
110000004081,ZHAW,E0003,EA
110000004082,ZHAW,O0001,EA
110000004083,ZHAW,E0003,M
110000004084,ZHAW,E0003,M
110000004085,ZHAW,C0013,M
110000004086,ZHAW,E0003,M
110000004087,ZHAW,E0003,M
110000004088,ZHAW,E0003,M
110000004089,ZHAW,E0003,M
110000004090,ZHAW,E0003,M
110000004091,ZHAW,E0003,M
110000004092,ZHAW,E0003,M
110000004093,ZHAW,C0013,M
110000004094,ZHAW,C0013,M
110000004095,ZHAW,C0013,M
110000004096,ZHAW,C0013,M
110000004097,ZHAW,E0003,EA
110000004098,ZHAW,E0003,EA
110000004099,ZHAW,E0003,EA
110000004100,ZHAW,E0003,EA
110000004101,ZHAW,E0003,EA
110000004102,ZHAW,E0003,EA
110000004103,ZHAW,E0003,EA
110000004104,ZHAW,E0003,EA
110000004105,ZHAW,E0003,EA
110000004106,ZHAW,E0003,EA
110000004107,ZHAW,O0001,EA
110000004108,ZHAW,O0001,EA
110000004109,ZHAW,O0001,EA
110000004110,ZHAW,C0013,EA
110000004111,ZHAW,C0013,EA
110000004112,ZHAW,O0001,EA
110000004113,ZHAW,C0013,EA
110000004114,ZHAW,E0003,EA
110000004115,ZHAW,C0013,EA
110000004116,ZHAW,E0003,EA
110000004117,ZHAW,E0003,M
110000004118,ZHAW,E0003,M
110000004119,ZHAW,O0001,EA
110000004120,ZHAW,O0001,EA
110000004121,ZHAW,O0001,KG
110000004122,ZHAW,O0001,KG
110000004123,ZHAW,O0001,KG
110000004124,ZHAW,O0001,KG
110000004125,ZHAW,O0001,KG
110000004126,ZHAW,O0001,KG
110000004127,ZHAW,O0001,KG
110000004128,ZHAW,O0001,KG
110000004129,ZHAW,O0001,KG
110000004130,ZHAW,O0001,KG
110000004131,ZHAW,O0001,KG
110000004132,ZHAW,O0001,KG
110000004133,ZHAW,O0001,KG
110000004134,ZHAW,C0013,KG
110000004135,ZHAW,O0001,KG
110000004136,ZHAW,E0003,TON
110000004137,ZHAW,E0003,TON
110000004138,ZHAW,C0013,EA
110000004139,ZHAW,O0001,M
110000004140,ZHAW,E0003,EA
110000004141,ZHAW,E0003,EA
110000004142,ZHAW,E0003,EA
110000004143,ZHAW,E0003,EA
110000004144,ZHAW,O0001,EA
110000004145,ZHAW,O0001,EA
110000004146,ZHAW,O0001,EA
110000004147,ZHAW,I0003,EA
110000004148,ZHAW,O0001,EA
110000004149,ZHAW,O0001,EA
110000004150,ZHAW,O0001,EA
110000004151,ZHAW,O0001,EA
110000004152,ZHAW,O0001,EA
110000004153,ZHAW,O0001,EA
110000004154,ZHAW,C0013,EA
110000004155,ZHAW,E0003,EA
110000004156,ZHAW,E0003,EA
110000004157,ZHAW,O0001,EA
110000004158,ZHAW,O0001,EA
110000004159,ZHAW,O0001,EA
110000004160,ZHAW,O0001,KG
110000004161,ZHAW,O0001,EA
110000004162,ZHAW,O0001,EA
110000004163,ZHAW,O0001,EA
110000004164,ZHAW,O0001,TON
110000004165,ZHAW,O0001,EA
110000004166,ZHAW,O0001,M3
110000004167,ZHAW,E0003,M
110000004168,ZHAW,E0003,M
110000004169,ZHAW,E0003,EA
110000004170,ZHAW,E0003,M
110000004171,ZHAW,E0003,M
110000004172,ZHAW,O0001,EA
110000004173,ZHAW,O0001,EA
110000004174,ZHAW,O0001,EA
110000004175,ZHAW,C0013,EA
110000004176,ZHAW,C0013,EA
110000004177,ZHAW,C0013,M
110000004178,ZHAW,C0013,M
110000004179,ZHAW,C0013,M
110000004180,ZHAW,C0013,M
110000004181,ZHAW,E0003,EA
110000004182,ZHAW,E0003,EA
110000004183,ZHAW,C0013,FT2
110000004184,ZHAW,O0001,FT2
110000004185,ZHAW,C0013,EA
110000004186,ZHAW,C0013,EA
110000004187,ZHAW,C0013,EA
110000004188,ZHAW,C0013,EA
110000004189,ZHAW,C0013,EA
110000004190,ZHAW,C0013,EA
110000004191,ZHAW,C0013,EA
110000004192,ZHAW,C0013,EA
110000004193,ZHAW,C0013,M
110000004194,ZHAW,C0013,EA
110000004195,ZHAW,C0013,EA
110000004196,ZHAW,C0013,EA
110000004197,ZHAW,C0013,EA
110000004198,ZHAW,C0013,EA
110000004199,ZHAW,C0013,EA
110000004200,ZHAW,C0013,EA
110000004201,ZHAW,C0013,M
110000004202,ZHAW,C0013,M
110000004203,ZHAW,C0013,M
110000004204,ZHAW,C0013,M
110000004205,ZHAW,C0013,EA
110000004206,ZHAW,C0013,EA
110000004207,ZHAW,O0001,EA
110000004208,ZHAW,O0001,EA
110000004209,ZHAW,O0001,EA
110000004210,ZHAW,O0001,EA
110000004211,ZHAW,E0003,EA
110000004212,ZHAW,O0001,EA
110000004213,ZHAW,O0001,EA
110000004214,ZHAW,E0003,EA
110000004215,ZHAW,E0003,EA
110000004216,ZHAW,E0003,EA
110000004217,ZHAW,E0003,EA
110000004218,ZHAW,E0003,EA
110000004219,ZHAW,E0003,EA
110000004220,ZHAW,E0003,EA
110000004221,ZHAW,E0003,M
110000004222,ZHAW,E0003,EA
110000004223,ZHAW,E0003,EA
110000004224,ZHAW,E0003,M
110000004225,ZHAW,O0001,EA
110000004226,ZHAW,O0001,EA
110000004227,ZHAW,O0001,EA
110000004228,ZHAW,O0001,EA
110000004229,ZHAW,O0001,EA
110000004230,ZHAW,O0001,EA
110000004231,ZHAW,O0001,EA
110000004232,ZHAW,O0001,EA
110000004233,ZHAW,O0001,EA
110000004234,ZHAW,O0001,EA
110000004235,ZHAW,O0001,EA
110000004236,ZHAW,C0013,EA
110000004237,ZHAW,E0003,M
110000004238,ZHAW,E0003,EA
110000004239,ZHAW,E0003,M
110000004240,ZHAW,E0003,M
110000004241,ZHAW,E0003,M
110000004242,ZHAW,E0003,M
110000004243,ZHAW,O0001,M
110000004244,ZHAW,O0001,M
110000004245,ZHAW,E0003,EA
110000004246,ZHAW,E0003,EA
110000004247,ZHAW,C0013,EA
110000004248,ZHAW,O0001,EA
110000004249,ZHAW,O0001,EA
110000004250,ZHAW,O0001,EA
110000004251,ZHAW,O0001,EA
110000004252,ZHAW,O0001,EA
110000004253,ZHAW,O0001,EA
110000004254,ZHAW,E0003,EA
110000004255,ZHAW,E0003,EA
110000004256,ZHAW,E0003,EA
110000004257,ZHAW,C0013,EA
110000004258,ZHAW,C0013,EA
110000004259,ZHAW,C0013,EA
110000004260,ZHAW,C0013,EA
110000004261,ZHAW,C0013,EA
110000004262,ZHAW,C0013,EA
110000004263,ZHAW,C0013,EA
110000004264,ZHAW,C0013,EA
110000004265,ZHAW,E0003,EA
110000004266,ZHAW,E0003,EA
110000004267,ZHAW,E0003,EA
110000004268,ZHAW,C0013,EA
110000004269,ZHAW,C0013,EA
110000004270,ZHAW,C0013,EA
110000004271,ZHAW,C0013,EA
110000004272,ZHAW,C0013,EA
110000004273,ZHAW,C0013,EA
